x,y,class
-14.873260437375734,29.270418326693232,0
-6.920974155069587,28.473605577689256,0
-2.1496023856858812,27.67679282868525,0
1.031312127236589,24.489541832669318,0
4.212226640159059,21.302290836653384,0
4.212226640159059,18.911852589641427,0
4.212226640159059,9.350099601593627,0
1.031312127236589,6.162848605577693,0
-3.7400596421471164,3.772410358565736,0
-6.920974155069587,1.3819721115537789,0
-11.692345924453264,1.3819721115537789,0
-15.668489065606366,4.569223107569741,0
-17.2589463220676,6.9596613545816695,0
-22.030318091451278,9.350099601593627,0
-22.82554671968191,13.334163346613536,0
-22.82554671968191,19.708665338645403,0
-22.82554671968191,22.09910358565736,0
-19.64463220675944,26.879980079681275,0
4.212226640159059,14.927788844621517,0
-11.692345924453264,30.067231075697208,0
-9.306660039761425,77.07918326693226,1
-4.53528827037772,77.07918326693226,1
-0.5591451292246461,77.07918326693226,1
2.6217693836977958,75.4855577689243,1
9.77882703777334,71.50149402390437,1
7.39314115308153,73.09511952191234,1
12.95974155069581,68.31424302788844,1
13.754970178926442,68.31424302788844,1
16.935884691848912,61.93974103585657,1
16.935884691848912,61.93974103585657,1
19.32157057654075,57.95567729083666,1
22.50248508946325,57.95567729083666,1
23.297713717693824,55.565239043824704,1
24.888170974155088,53.17480079681275,1
29.659542743538736,48.39392430278883,1
29.659542743538736,47.597111553784856,1
29.659542743538736,47.597111553784856,1
37.61182902584491,38.83217131474103,1
32.04522862823063,42.81623505976094,1
35.2261431411531,39.62898406374501,1
37.61182902584491,35.6449203187251,1
43.97365805168985,25.286354581673294,1
39.99751491053675,30.864043824701213,1
40.79274353876738,27.67679282868525,1
40.79274353876738,24.489541832669318,1
40.79274353876738,22.09910358565736,1
40.79274353876738,12.53735059760956,1
40.79274353876738,18.911852589641427,1
40.79274353876738,3.772410358565736,1
40.79274353876738,2.178784860557755,1
40.79274353876738,-2.602091633466131,1
39.202286282306176,-12.163844621513931,1
38.407057654075544,-15.351095617529865,1
38.407057654075544,-10.570219123505979,1
36.021371769383705,-17.74153386454182,1
26.478628230616295,-21.72559760956173,1
26.478628230616295,-21.72559760956173,1
18.526341948310147,-29.69372509960158,1
18.526341948310147,-29.69372509960158,1
27.273856858846898,-24.11603585657369,1
20.116799204771354,-27.303286852589622,1
31.25,-22.522410358565736,1
13.754970178926442,-29.69372509960158,1
7.39314115308153,-29.69372509960158,1
2.6217693836977958,-31.28735059760953,1
2.6217693836977958,-31.28735059760953,1
-6.920974155069587,-34.47460159362552,1
-6.920974155069587,-34.47460159362552,1
-3.7400596421471164,-34.47460159362552,1
-10.89711729622266,-34.47460159362552,1
-14.873260437375734,-34.47460159362552,1
-21.235089463220675,-34.47460159362552,1
-27.596918489065615,-34.47460159362552,1
-28.39214711729622,-34.47460159362552,1
-31.57306163021869,-34.47460159362552,1
-33.958747514910556,-33.67778884462149,1
-33.958747514910556,-33.67778884462149,1
-49.86332007952285,-24.912848605577665,1
-42.706262425447306,-30.490537848605555,1
-35.54920477137179,-32.88097609561751,1
-45.88717693836978,-29.69372509960158,1
-50.65854870775348,-20.13197211155378,1
-50.65854870775348,-20.13197211155378,1
-56.22514910536779,-15.351095617529865,1
-56.22514910536779,-13.757470119521912,1
-56.22514910536779,-13.757470119521912,1
-56.22514910536779,-11.367031872509955,1
-57.815606361829026,-8.976593625497998,1
-57.815606361829026,-8.976593625497998,1
-58.61083499005963,-7.382968127490045,1
-60.996520874751496,-1.0084661354581783,1
-60.996520874751496,2.178784860557755,1
-60.996520874751496,7.756474103585674,1
-62.58697813121273,14.130976095617541,1
-62.58697813121273,14.130976095617541,1
-62.58697813121273,22.895916334661337,1
-61.79174950298213,23.69272908366534,1
-60.996520874751496,24.489541832669318,1
-60.996520874751496,27.67679282868525,1
-60.201292246520865,30.067231075697208,1
-58.61083499005963,34.84810756972112,1
-58.61083499005963,34.84810756972112,1
-53.04423459244535,40.42579681274901,1
-45.88717693836978,43.61304780876495,1
-44.29671968190857,43.61304780876495,1
-44.29671968190857,44.40986055776892,1
-39.525347912524836,52.37798804780874,1
-35.54920477137179,57.95567729083666,1
-35.54920477137179,57.95567729083666,1
-29.187375745526822,59.549302788844614,1
-29.187375745526822,61.142928286852595,1
-28.39214711729622,61.93974103585657,1
-28.39214711729622,61.93974103585657,1
-25.211232604373777,62.73655378486055,1
-10.89711729622266,68.31424302788844,1
0.23608349900595726,69.11105577689241,1
0.23608349900595726,69.11105577689241,1
-10.89711729622266,69.11105577689241,1
-14.07803180914513,69.11105577689241,1
-20.439860834990043,68.31424302788844,1
-14.07803180914513,75.4855577689243,1
-11.692345924453264,75.4855577689243,1
-7.7162027833002185,74.6887450199203,1
-6.920974155069587,73.09511952191234,1
-0.5591451292246461,69.90786852589642,1
-37.9348906560636,56.36205179282868,1
-42.706262425447306,46.80029880478088,1
-46.68240556660038,46.003486055776875,1
-52.24900596421472,42.019422310756966,1
-54.634691848906556,38.035358565737056,1
-54.634691848906556,35.6449203187251,1
